26646.582896605410497;0;0;0.000016927719116
26646.582896605410497;0;0;3.804964065551758
28271.708544850062026;1;0;7.573846101760864
39573.315640308348520;2;0;11.442617893218994
26335.133897224037355;3;0;15.265340089797974
20292.245980741598032;4;0;19.019129991531372
33670.972577021115285;5;0;22.781915903091431
23464.300613889372471;6;0;26.543127059936523
22504.768668011169211;7;0;30.299134016036987
32653.566968402981729;8;0;34.050280094146729
23844.619570426915743;9;0;37.802541017532349
30137.188805597372266;10;0;41.567337036132812
26771.321962543523114;11;0;45.335946083068848
25198.421515730646206;12;0;49.077912092208862
22992.970600463380833;13;0;52.825846910476685
28589.920421495302435;14;0;56.579221963882446
26291.393466182151315;15;0;60.329849004745483
31517.248912186423695;16;0;64.085336923599243
25179.456330985223758;17;0;67.856420993804932
23011.995184123057697;18;0;71.628518104553223
25115.489174031172297;19;0;75.395908117294312
29338.326844748200529;20;0;79.159113883972168
32519.676815890183207;21;0;82.923242092132568
28077.052828659350780;22;0;86.684495925903320
27684.122960723143478;23;0;90.443058967590332
23555.720540278842236;24;0;94.192486047744751
21356.949984666676755;25;0;97.963644027709961
32027.317128220860468;26;0;101.727384090423584
23778.018594340359414;27;0;105.484518051147461
23901.194705072870420;28;0;109.258578062057495
23242.521635498636897;29;0;113.036499023437500
22720.935328158175253;30;0;116.800517082214355
23004.992687590896821;31;0;120.557657957077026
22768.747444447082671;32;0;124.301889896392822
23382.640741396015073;33;0;128.098159074783325
22052.075337427577324;34;0;131.860640048980713
33487.930302107961325;35;0;135.620491027832031
21353.540493324995623;36;0;139.363251924514771
25733.111003555441130;37;0;143.113152980804443
29552.318462030267256;38;0;146.867198944091797
24375.021887407510803;39;0;150.629770040512085
22308.604961345103220;40;0;154.379261016845703
31742.907608594552585;41;0;158.147777080535889
27402.118408913273015;42;0;161.907250881195068
27138.797180569705233;43;0;165.665776968002319
27149.536687697971502;44;0;169.417925119400024
22323.977870804392296;45;0;173.196338891983032
23732.625277521899989;46;0;176.969856023788452
24068.393526817653765;47;0;180.731276988983154
25626.394548446052795;48;0;184.488493919372559
20235.230276724145369;49;0;188.268475055694580
22880.552074554787396;50;0;192.039421081542969
22429.061108475489164;51;0;195.797900915145874
28430.377498966241546;52;0;199.572552919387817
24861.109340114762745;53;0;203.337877988815308
23432.081450679463160;54;0;207.100651025772095
27702.000124057743960;55;0;210.874057054519653
28193.356096500814601;56;0;214.713869094848633
23289.594331964290177;57;0;218.475840091705322
27102.584782889938651;58;0;222.243412971496582
21373.721493492110312;59;0;226.011270999908447
27047.112070122861041;60;0;229.864304065704346
22972.986657519635628;61;0;233.625945091247559
27194.787801129277796;62;0;237.382608890533447
31015.429601605497737;63;0;241.125267982482910
22276.003644486223493;64;0;244.873977899551392
28500.919049286258087;65;0;248.636466026306152
23004.024168687181373;66;0;252.405211925506592
21998.182703929724084;67;0;256.222295045852661
30334.439812250140676;68;0;259.997723102569580
19618.355978083145601;69;0;263.772476911544800
19689.406947529998433;70;0;267.525845050811768
22116.090112863188551;71;0;271.273833036422729
24997.832121462695795;72;0;275.045320034027100
28787.563120108672592;73;0;278.805727005004883
20277.383108352147246;74;0;282.560054063796997
20817.094299085048988;75;0;286.313513994216919
24871.618069655967702;76;0;290.075356960296631
24634.596030135628098;77;0;293.836497068405151
26210.737845747629763;78;0;297.590956926345825
26865.733209775866271;79;0;301.339171886444092
22306.608802615730383;80;0;305.084460020065308
23020.207094557208620;81;0;308.847275018692017
21800.769991425291664;82;0;312.595645904541016
